JobTitle,JobSubCategories,Clean_Job_title
"Lernende:r KV Profil E oder M, Branche: Kranken- und Sozialversicherungen Generalagentur St. Gallen",admin.2.3,Lernender KV Profil E oder M Branche Kranken und Sozialversicherungen Generalagentur St Gallen
"Lernende:r KV Profil E oder M, Branche: Kranken- und Sozialversicherungen Generalagentur Thun",admin.20.30,Lernender KV Profil E oder M Branche Kranken und Sozialversicherungen Generalagentur Thun
Assistenzärztin/-arzt oder Spitalfachärztin/-arzt 60-100%,service.111.117,Assistenzärztinarzt oder Spitalfachärztinarzt 
SEKRETÄRIN CHEFARZT HNO (M/W/D),service.111.113,SEKRETÄRIN CHEFARZT HNO 
OBERARZT INTERDISZIPLINÄRE NOTFALLSTATION (M/W/D),service.111.1283,OBERARZT INTERDISZIPLINÄRE NOTFALLSTATION 
Mitarbeiter/in Gästeservice (60-70%),service.126.129,Mitarbeiter Gästeservice 
Mitarbeiterin Lungenfunktion (m/w) 60%,service.111.113,Mitarbeiterin Lungenfunktion 
Unterassistenzärztin / Unterassistenzarzt Innere Medizin,service.111.1283,Unterassistenzärztin Unterassistenzarzt Innere Medizin
Broadcast IT System Engineer,tech.53.60,Broadcast IT System Engineer
Barista (m/w/d) 100%,service.126.129,Barista 
Erfahrene(r) Service Angestelte(r) 60%,service.120.121,Erfahrener Service Angestelter 
Aushilfe Service und/oder Barmitarbeiter:in,service.126.129,Aushilfe Service undoder Barmitarbeiter
Barmitarbeiter:in im Stundenlohn 10-30%,service.126.129,Barmitarbeiter im Stundenlohn 
Barmen und Barmaids im Stundenlohn,service.126.129,Barmen und Barmaids im Stundenlohn
Mitarbeiter/In Steinbrüche (100%) Krauchthal und Ostermundigen,tech.89.94,Mitarbeiter Steinbrüche Krauchthal und Ostermundigen
Techn. Sachbearbeiter (w/m/d) 80 - 100%,admin.45.49,Techn Sachbearbeiter 
Mitarbeiter Verkauf Haustechnik (w/m) 100%,admin.45.49,Mitarbeiter Verkauf Haustechnik 
Mitarbeiter*in Kasse / Info / Kundendienst,admin.45.47,Mitarbeiter Kasse Info Kundendienst
Sachbearbeiter/in Verkaufsadministration 100% (w/m/d),admin.45.49,Sachbearbeiter Verkaufsadministration 
Fachspezialist Netzführung (w/m),tech.72.79,Fachspezialist Netzführung 
Gipser/in EFZ ▪ Gipser/in EFZ oder mehrjährige Berufserfahrung,tech.89.98,Gipser EFZ ▪ Gipser EFZ oder mehrjährige Berufserfahrung
Produktionsspezialist (m/w/d),tech.81.86,Produktionsspezialist 
Mitarbeiter/in zerstörungsfreie Materialprüfung (100%) UT und RT Stufe 2 nach ISO 9712,tech.72.77,Mitarbeiter zerstörungsfreie Materialprüfung UT und RT Stufe nach ISO 
barkeeperin,service.126.129,barkeeperin
Barmitarbeiter/in,service.126.129,Barmitarbeiter
Barmann/Frau,service.126.129,BarmannFrau
Barmitarbeiter/in,service.126.129,Barmitarbeiter
Bar- & Service-Mitarbeiter:in (40 - 60%) sowie Aushilfen,service.126.129,Bar ServiceMitarbeiter sowie Aushilfen
Chef de Bar | Barkeeper*in 100%,service.126.129,Chef de Bar Barkeeper 
Barmitarbeiter/in,service.126.129,Barmitarbeiter
barmaid (w),service.126.129,barmaid w
Barkeeper*in 50-100%,service.126.129,Barkeeper 
Mitarbeiter/-in Bar & Service (60-100%),service.126.129,Mitarbeiterin Bar Service 
Front-Mitarbeiter (m/w) Kasse+Service+Bar 100 %,admin.45.47,FrontMitarbeiter KasseServiceBar 
Barman / Barmaid,service.126.129,Barman Barmaid
Barkeeper,service.126.129,Barkeeper
BARMAN,service.126.129,BARMAN
"Barmitarbeiter (m/w/d) 100%, IGNIV Zürich (5 Tage Woche)",service.126.129,Barmitarbeiter IGNIV Zürich Tage Woche
Aushilfe Bar m/w (20 - 60%) auf Abruf,service.126.129,Aushilfe Bar auf Abruf
Mitarbeiter/-in Bar & Service (60-100%),service.126.129,Mitarbeiterin Bar Service 
Serveur Barman (H/F),service.126.129,Serveur Barman HF
Barkeeperin,service.126.129,Barkeeperin
Erfahrene Cockail-Barkeeper für die Skisaison gesucht,service.126.129,Erfahrene CockailBarkeeper für die Skisaison gesucht
Barkeeperin,service.126.129,Barkeeperin
Chef de bar - Tug Gastro AG,service.126.129,Chef de bar Tug Gastro AG
Chef de Bar (m/w/d),service.126.129,Chef de Bar 
Chef de Bar 80-100% (w/m),service.126.129,Chef de Bar 
Barmitarbeiter/in - Tug Gastro AG,service.126.129,Barmitarbeiter Tug Gastro AG
Pub- / Barmitarbeiter Aushilfe auf Abruf (w/m),service.126.129,Pub Barmitarbeiter Aushilfe auf Abruf 
"Bankett, Büffet & Barmitarbeiter männlich (ca. 40%)",service.126.129,Bankett Büffet Barmitarbeiter männlich ca 
Bartender (m/w) 40%-80%,service.126.129,Bartender 
Projektleiter:in Heizung/Kälte,tech.89.100,Projektleiter HeizungKälte
"Projektleiter:in / Bau,- Betriebkoordinator:in HLKS",tech.72.79,Projektleiter Bau Betriebkoordinator HLKS
Projektleiter / Ausführung Grossprojekte Hochbau,admin.20.150,Projektleiter Ausführung Grossprojekte Hochbau
Carrosserielackierer/-in EFZ (m/w) 100%,tech.101.102,Carrosserielackiererin EFZ 
Carrosserielackierer/-in EFZ (m/w) 100%,tech.101.102,Carrosserielackiererin EFZ 
Projektleiter:in Immobilienentwicklung 80-100%,admin.9.13,Projektleiter Immobilienentwicklung 
Mitarbeiter AVOR,tech.89.93,Mitarbeiter AVOR
Projektleiter/-in New York City,tech.53.58,Projektleiterin New York City
Lehrstelle Fachfrau*mann Betriebsunterhalt EFZ,service.120.121,Lehrstelle Fachfraumann Betriebsunterhalt EFZ
Sachbearbeiter Verkauf Innendienst Massanfertigungen (m/w),admin.45.49,Sachbearbeiter Verkauf Innendienst Massanfertigungen 
Storenmonteur/in 100%,tech.101.104,Storenmonteur 
VERKAUF / KALKULATION BRANDSCHUTZ & INNENAUSBAU (M/W) 80-100%,tech.101.105,VERKAUF KALKULATION BRANDSCHUTZ INNENAUSBAU 
Call Center AgentIn Outbound,admin.45.50,Call Center AgentIn Outbound
KundenberaterIn mit Verkaufsflair,admin.45.156,KundenberaterIn mit Verkaufsflair
Mitarbeiter/-in Technischer Dienst (80-100%).,tech.72.151,Mitarbeiterin Technischer Dienst 
Schreiner-Monteur / Storen-Monteur / Fensterbauer EFZ 100 %,tech.89.2031,SchreinerMonteur StorenMonteur Fensterbauer EFZ 
Konstrukteur EFZ (m/w/d) Entwicklung Fenstersysteme,tech.81.84,Konstrukteur EFZ Entwicklung Fenstersysteme
Mehrere Schreiner oder Zimmerleute für Montagen gesucht!,tech.101.105,Mehrere Schreiner oder Zimmerleute für Montagen gesucht
Möbelmonteur für Möbel und Haushaltsgeräte (m/w/d) 100%,tech.81.86,Möbelmonteur für Möbel und Haushaltsgeräte 
Schreiner/in EFZ (Bau & Montage),tech.101.105,Schreiner EFZ Bau Montage
"Verkäufer für Innenausbausysteme (w/m) - Verkaufsregion Aargau, Basel, Zug",admin.45.48,Verkäufer für Innenausbausysteme Verkaufsregion Aargau Basel Zug
Schreiner*in im Bereich Sanierung von historischen Gebäuden,tech.101.105,Schreiner im Bereich Sanierung von historischen Gebäuden
Schreiner/In - für Montage und Werkstatt / 100%,tech.101.105,Schreiner für Montage und Werkstatt 
Sachbearbeiter AVOR / Schreiner Innenausbau,tech.89.90,Sachbearbeiter AVOR Schreiner Innenausbau
Versicherungsberater/In,admin.45.50,Versicherungsberater
Chauffeur Kat. C Reinigungsfahrzeug,tech.101.109,Chauffeur Kat C Reinigungsfahrzeug
Call Center AgentIn Outbound,admin.45.50,Call Center AgentIn Outbound
AussendienstverkÃ¤uferIn Customer Retention Region Bern,admin.45.2026,AussendienstverkÃ¤uferIn Customer Retention Region Bern
Call Center AgentIn Outbound D/I,admin.45.50,Call Center AgentIn Outbound DI
KundenberaterIn Inbound D/F 80-100%,admin.45.156,KundenberaterIn Inbound DF 
Finanzbuchhalter ARGEN,admin.9.11,Finanzbuchhalter ARGEN
Schreiner- Monteur (w/m) 100%,tech.89.2031,Schreiner Monteur 
Bankschreiner,tech.101.105,Bankschreiner
PolymechanikerIn Montage,tech.81.76,PolymechanikerIn Montage
Kundendienstberater/in im Automobil,admin.45.50,Kundendienstberater im Automobil
Telesales Agent B2B,admin.45.46,Telesales Agent BB
Call Center AgentIn Outbound VERSANDHANDEL 30-100%,admin.45.50,Call Center AgentIn Outbound VERSANDHANDEL 
Servicetechniker International,tech.72.151,Servicetechniker International
CNC-Mechaniker,tech.81.76,CNCMechaniker
Polymechaniker/In Montage,tech.81.76,Polymechaniker Montage
Call Center AgentIn Outbound 30% - 100%,admin.45.50,Call Center AgentIn Outbound 
Lastwagenchauffeur Kat. C Kanalreinigung,tech.101.109,Lastwagenchauffeur Kat C Kanalreinigung
ServicetechnikerIn,tech.72.151,ServicetechnikerIn
ServicetechnikerIn,tech.72.151,ServicetechnikerIn
Kundendienstmitarbeiter/In,admin.45.50,Kundendienstmitarbeiter
Kundendienstmitarbeiter/In,admin.45.50,Kundendienstmitarbeiter
Sachbearbeiter/In Payroll,admin.9.15,Sachbearbeiter Payroll
ServicetechnikerIn,tech.72.151,ServicetechnikerIn
Kundenschreiner EFZ (m/w/d),tech.89.2031,Kundenschreiner EFZ 
KundendienstmitarbeiterIn,admin.45.50,KundendienstmitarbeiterIn
Konstrukteur EFZ (m/w/d) Entwicklung Fenstersysteme,tech.81.84,Konstrukteur EFZ Entwicklung Fenstersysteme
Projektleiter Stahl- und Metallbau 80-100% (m/w),admin.20.150,Projektleiter Stahl und Metallbau 
Projektleiter Stahl- und Metallbau 80-100% (m/w),admin.20.150,Projektleiter Stahl und Metallbau 
Projektleiter,admin.20.150,Projektleiter
Projektleiter/in Projektentwicklung 70–80 %,tech.89.90,Projektleiter Projektentwicklung – 
Sachbearbeiter Projektrollout (w/m/d) 80-100%,admin.2.155,Sachbearbeiter Projektrollout 
Entwicklungsingenieur (w/m/d),tech.81.83,Entwicklungsingenieur 
Praktikantin/Praktikant 80–100 %,service.120.121,PraktikantinPraktikant – 
Projektleiter*in Arealentwicklung,tech.89.90,Projektleiter Arealentwicklung
Sachbearbeiter (m/w) Administration 100 %,admin.2.155,Sachbearbeiter Administration 
Architekt/in als Projektleiter/in Bauherrenvertretung 80% - 100%,tech.89.90,Architekt als Projektleiter Bauherrenvertretung 
"Projektleiter*in Bau, 80-100 %",tech.89.93,Projektleiter Bau 
Projektleiterin / Projektleiter 80 - 100 %,admin.20.150,Projektleiterin Projektleiter 
Projektleiter/in Akustik 60 - 100%,admin.20.150,Projektleiter Akustik 
Projektleiter/in Akustik 60 - 100%,admin.20.150,Projektleiter Akustik 
Projektleiter/In 100%,admin.20.150,Projektleiter 
Projektleiter/in Schreinerei,tech.101.105,Projektleiter Schreinerei
Projektleiter/in Lüftung/Klima (80-100%),tech.89.100,Projektleiter LüftungKlima 
Projektleiterin / Projektleiter Privatbahnen 80-100%,admin.20.150,Projektleiterin Projektleiter Privatbahnen 
Projektleiter/in Akustik 60 - 100%,admin.20.150,Projektleiter Akustik 
"Projektleiter/in für die Arealentwicklung, 80-100%",admin.20.150,Projektleiter für die Arealentwicklung 
ProjektleiterIn / SachbearbeiterIn Liegenschaftsentwässerung,admin.20.150,ProjektleiterIn SachbearbeiterIn Liegenschaftsentwässerung
"Projektleiter*in Region Zürich, Ost- oder Zentralschweiz",admin.20.150,Projektleiter Region Zürich Ost oder Zentralschweiz
Projektleiter*in in Kehrsatz,admin.20.150,Projektleiter in Kehrsatz
Projektleiter/in Bauphysik und/oder Akustik 60 - 100%,admin.20.150,Projektleiter Bauphysik undoder Akustik 
"Senior BIM-Projektleiter, 80-100% (m/w/d), deutschsprachig",admin.20.150,Senior BIMProjektleiter deutschsprachig
"(Junior-) BIM-Projektleiter, 80-100% (m/w/d), deutschsprachig",admin.20.150,Junior BIMProjektleiter deutschsprachig
ProjektleiterIn Infrastrukturanlagen,admin.20.150,ProjektleiterIn Infrastrukturanlagen
Senior Engineer / Teamleiter Automation (m/w/d) – Vollzeit (100%),tech.81.83,Senior Engineer Teamleiter Automation – Vollzeit 
Sanitärtechniker TS (m/w/d) – Vollzeit (100%),tech.66.70,Sanitärtechniker TS – Vollzeit 
Senior Biotech Ingenieur (m/f/d) – Vollzeit (100%),tech.66.68,Senior Biotech Ingenieur – Vollzeit 
Senior Biotech Ingenieur (m/f/d) – Vollzeit (100%),tech.66.68,Senior Biotech Ingenieur – Vollzeit 
Ingenieur HLKK (Versorgungstechnik / Gebäudetechnik) (m/w/d) - Vollzeit (100%),tech.72.79,Ingenieur HLKK Versorgungstechnik Gebäudetechnik Vollzeit 
Projektingenieur Verfahrenstechnik (m/w/d),tech.66.69,Projektingenieur Verfahrenstechnik 
"Tech. Immobilienbewirtschaftung / -management und Bauherrenvertretung (w/m/d), Zürich oder Chur",tech.89.90,Tech Immobilienbewirtschaftung management und Bauherrenvertretung Zürich oder Chur
Projektleiter*in im Bereich Neubau und Sanierung Sanitär 100%,tech.89.90,Projektleiter im Bereich Neubau und Sanierung Sanitär 
Ingenieur Automatisierungstechnik (m/w/d) – Vollzeit (100%),tech.72.73,Ingenieur Automatisierungstechnik – Vollzeit 
Construction Manager / Technische Gebäudeausrüstung (TGA) (m/w/d) – Vollzeit (100%),tech.66.70,Construction Manager Technische Gebäudeausrüstung TGA – Vollzeit 
Senior Projekt-Ingenieur Apparate (w/m/d),tech.81.85,Senior ProjektIngenieur Apparate 
Abteilungsleiter/in Laborplanung (m/w/d) – Vollzeit (100%),tech.66.69,Abteilungsleiter Laborplanung – Vollzeit 
"Wissenschaftliche Assistenz Hochschullehre an der Versuchsanstalt für Wasserbau, Hydrologie und Glaziologie (m/w/d) 70%-100%, Zürich, befristet",service.120.122,Wissenschaftliche Assistenz Hochschullehre an der Versuchsanstalt für Wasserbau Hydrologie und Glaziologie Zürich befristet
Geomatiker/in | Bau- und Ingenieurvermessung 60-100%,tech.89.90,Geomatiker Bau und Ingenieurvermessung 
Geomatiker/in,tech.89.90,Geomatiker
Geomatiker/in EFZ (80-100%),tech.89.90,Geomatiker EFZ 
Fachplaner*in EFZ Heizung / Lüftung / Sanitär in Rapperswil-Jona,tech.89.100,Fachplaner EFZ Heizung Lüftung Sanitär in RapperswilJona
Ingenieur*in für Hochspannungsleitungen und Überwachung der Arbeiten an Hochspannungsleitungen 100%,tech.89.93,Ingenieur für Hochspannungsleitungen und Überwachung der Arbeiten an Hochspannungsleitungen 
Fachplaner*in EFZ Heizung / Lüftung / Sanitär in Luzern,tech.89.100,Fachplaner EFZ Heizung Lüftung Sanitär in Luzern
Fachplaner*in EFZ Heizung / Lüftung / Sanitär in Chur,tech.89.100,Fachplaner EFZ Heizung Lüftung Sanitär in Chur
Technischer Kaufmann (w/m) 100%,tech.89.90,Technischer Kaufmann 
Chef d'exploitation (H/F),tech.89.97,Chef dexploitation HF
Vorarbeiter Gleisbau/Fahrbahn (w/m),tech.89.94,Vorarbeiter GleisbauFahrbahn 
"Motorgerätemechaniker*in, 80-100 %",tech.101.102,Motorgerätemechaniker 
Structural Engineer,tech.89.90,Structural Engineer
Logistiker EBA/EFZ (W/M) 100% oder Teilzeit,admin.35.38,Logistiker EBAEFZ WM oder Teilzeit
Logistiker:in,admin.35.38,Logistiker
Logistiker/in,tech.101.108,Logistiker
Teamleiter/in im Grossteilelager,tech.101.108,Teamleiter im Grossteilelager
TEAMLEITER AUFTRAGS- & TRANSPORTSTEUERUNG (M/W/D),admin.35.38,TEAMLEITER AUFTRAGS TRANSPORTSTEUERUNG 
Chef d'equipe logistique (f/h/d) 100%,admin.35.38,Chef dequipe logistique fhd 
Logistiker/in EFZ/EBA (100%),tech.101.108,Logistiker EFZEBA 
"Logistiker/in & Registrar/in, 100%, ab sofort",admin.35.38,Logistiker Registrar ab sofort
Mitarbeiter Logistik m/w/d,tech.101.108,Mitarbeiter Logistik 
Logistiker 100% (m/w),admin.35.38,Logistiker 
Lehrstelle Logistiker EFZ (m/w/d) - Fachrichtung Lager,tech.101.108,Lehrstelle Logistiker EFZ Fachrichtung Lager
Lehrstelle Logistiker EFZ (m/w/d) - Fachrichtung Lager,admin.35.38,Lehrstelle Logistiker EFZ Fachrichtung Lager
Sachbearbeiter Logistik / Supply Chain (m/w/d) 100%,admin.35.38,Sachbearbeiter Logistik Supply Chain 
Mitarbeiterin Logistik mit Pensum 40%-60%,admin.35.38,Mitarbeiterin Logistik mit Pensum 
Lehre Logistiker*in EFZ,tech.101.108,Lehre Logistiker EFZ
Lehrstelle,service.120.123,Lehrstelle
Lagermitarbeiter/in Konfektionierung (temporär),tech.101.108,Lagermitarbeiter Konfektionierung temporär
Lagermitarbeiter (m/w/d),admin.35.38,Lagermitarbeiter 
Magasinier (H/F),tech.101.102,Magasinier HF
Mitarbeiter:in Lager 80-100%,tech.101.108,Mitarbeiter Lager 
Lagermitarbeiter Reiden (m/w) 100%,admin.35.38,Lagermitarbeiter Reiden 
Mitarbeiter/in Verpackung Medtech / Blister und Schüttgut 100%,tech.101.108,Mitarbeiter Verpackung Medtech Blister und Schüttgut 
Mitarbeiter/in Kommissionierung m/w/d 100% im wöchentlichen Wechsel zwischen Früh- und Spät,admin.35.38,Mitarbeiter Kommissionierung im wöchentlichen Wechsel zwischen Früh und Spät
Lagermitarbeiter Getränkekommissionierung (100%),tech.101.108,Lagermitarbeiter Getränkekommissionierung 
Lagermitarbeiter/innen Onlineshop 90% (temporär),tech.101.108,Lagermitarbeiternen Onlineshop temporär
Lagermitarbeiter/in Bereich Food und Non-Food,tech.101.108,Lagermitarbeiter Bereich Food und NonFood
Lagermitarbeiter/in Bereich Lebensmittel / permanente Nachtarbeit,tech.101.108,Lagermitarbeiter Bereich Lebensmittel permanente Nachtarbeit
Mitarbeiter Kommissionierung 2-Schichtbetrieb 60%,tech.101.108,Mitarbeiter Kommissionierung Schichtbetrieb 
Lagermitarbeiter Kommissionierung und Verlad Spätschicht (14.00 - ca. 23.30 Uhr),tech.101.108,Lagermitarbeiter Kommissionierung und Verlad Spätschicht ca Uhr
Chauffeur B / Lagermitarbeiter Reiden (m/w) 100%,admin.35.38,Chauffeur B Lagermitarbeiter Reiden 
Lagermitarbeiter/in Spielwaren (temporär/befristet),tech.101.108,Lagermitarbeiter Spielwaren temporärbefristet
"Lagerist in Maintenance, Repair and Operations (m/w/d) 100%",tech.81.86,Lagerist in Maintenance Repair and Operations 
Produktionsmitarbeiterin (m/w/d),tech.81.86,Produktionsmitarbeiterin 
Lagermitarbeiter Reiden (m/w) 100%,tech.101.108,Lagermitarbeiter Reiden 
"Disponent / Sachbearbeiter Backoffice (m/w/d), 100%",admin.45.49,Disponent Sachbearbeiter Backoffice 
Heilpädagogische/n Früherzieher/in 50-70 % - Ref.-Nr. TB30,service.120.124,Heilpädagogischen Früherzieher RefNr TB
Schulpsychologin/Schulpsychologe (40-70 %),service.111.117,SchulpsychologinSchulpsychologe 
Heilpädagogische/n Früherzieher/in 50 - 70 %,service.120.124,Heilpädagogischen Früherzieher 
Schulpsychologin/Schulpsychologe (40-70 %),service.111.117,SchulpsychologinSchulpsychologe 
"Dozent*in für Pädagogische Psychologie mit Schwerpunkt «Gesundheit, Beratung, Lernen, Entwicklung»",service.120.123,Dozent für Pädagogische Psychologie mit Schwerpunkt «Gesundheit Beratung Lernen Entwicklung»
Wissenschaftliche*r Mitarbeiter*in,service.120.122,Wissenschaftlicher Mitarbeiter
Dipl. Sozialarbeiter /-pädagoge (w/m),service.111.117,Dipl Sozialarbeiter pädagoge 
Heilpädagogin/Heilpädagoge 14 Lektionen/Woche,service.120.121,HeilpädagoginHeilpädagoge LektionenWoche
"Wissenschaftliche*r Mitarbeiter*in, 60 %",service.120.122,Wissenschaftlicher Mitarbeiter 
"Dozent*in für Pädagogische Psychologie mit Schwerpunkt «Gesundheit, Beratung, Lernen, Entwicklung», 20-100 %",service.120.123,Dozent für Pädagogische Psychologie mit Schwerpunkt «Gesundheit Beratung Lernen Entwicklung» 
Erziehungsberater/in Schulpsychologe/in 60 - 80 %,service.111.117,Erziehungsberater Schulpsychologe 
un/une éducateur/trice canin/e à 60%-100%,service.120.125,unune éducateurtrice canine à 
Pädagogische Mitarbeiterin / Pädagogischer Mitarbeiter,service.120.123,Pädagogische Mitarbeiterin Pädagogischer Mitarbeiter
Anlagen-/ Apparatebauer (m/w),tech.81.82,Anlagen Apparatebauer 
Reparaturtechniker (m/w),tech.81.86,Reparaturtechniker 
Housekeeping Mitarbeiter/in (m/w) 100%,service.126.134,Housekeeping Mitarbeiter 
Housekeeping Couple - Gstaad,service.126.134,Housekeeping Couple Gstaad
"Femmes de chambre, Valets de chambre à 100%",service.126.134,Femmes de chambre Valets de chambre à 
"Ethical Hacker / Penetration Tester (all genders), Cyber Risk Services",tech.53.2027,Ethical Hacker Penetration Tester all genders Cyber Risk Services
Account Director (100%) M/W/D,admin.45.156,Account Director D
LeiterIn Hauswirtschaft 80-100%,service.126.134,LeiterIn Hauswirtschaft 
Étancheurs Genève,tech.89.100,Étancheurs Genève
Junior Sales Manager m/w 100%,service.126.127,Junior Sales Manager 
Greenhouse Manager (all genders),admin.20.24,Greenhouse Manager all genders
"ICT-Supporter in Geneva (Location Manager, 100% m/f/d)",tech.53.61,ICTSupporter in Geneva Location Manager 
Aushilfe Service (m/w) - BaleHotels,service.126.129,Aushilfe Service BaleHotels
Planificateur·trice stratégique et Planificateur·trice annuel,tech.101.109,Planificateur·trice stratégique et Planificateur·trice annuel
