jobtitle,jobsubcategories
Kaufmann Verkauf,['admin.45.49']
AVOR MITARBEITER - METALLVERARBEITENDE INDUSTRIE,['tech.66.71']
Administrateurrice systèmes,['tech.53.2029']
Administrateur Systèmes et réseaux,['tech.53.2029']
Responsable d'applications dans le département de l'Organisation et ... CDI,['tech.53.59']
Maître assistant-e,['service.120.122']
M365 Consultant for Quality Management Solutions,['tech.53.55']
Apprenti cuisinier,['service.126.128']
Senior Konzeptioner,['admin.40.41']
IT Rollouter,['tech.53.61']
CAx Applikation Management,['admin.45.48']
ICT Supporter,['tech.53.61']
Hotline Supporter,['tech.53.61']
IT Supporter / Service Agent,['tech.53.61']
Customer Service Desk Agent,['admin.45.50']
Head of UX Research,['tech.53.157']
PC-Supporter,['tech.53.61']
Online Mystery Shop,['admin.40.41']
"Lehrling Informatik EFZ Betriebsinformatik, ab August 2023",['tech.53.54']
ServiceNow Develo,['tech.53.59']
Network Engineer,['tech.53.60']
Leiterin / Leiter ICT Service Desk,['tech.53.60']
Supporter im ICT-Service Desk & Support,['tech.53.61']
Praktikant Junior Informatiker,['tech.53.61']
Techniker Sicherheitssysteme,['tech.89.74']
Java Software Engineer,['tech.53.2027']
IT Projektleiter,['tech.53.58']
IT Techniker,['tech.53.61']
Senior ICT-Test-Ingenieur,['tech.53.57']
"IT Service Manager domains Finance, Tax, Legal",['tech.53.55']
Informatikerin / Informatiker EFZ Plattformentwicklung,['tech.53.54']
Telematiker/ICT Spezialist,['tech.53.60']
Mainframe System Operator,['tech.53.2029']
ICT-Fachmann,['tech.53.55']
Service Care Agent,['admin.45.2026']
IT Projektleiter / Product Owner,['admin.20.150']
Entwicklungsingenieur,['tech.53.57']
EDV-Verkaufsberater,['admin.45.2026']
Fullstack .Net Develo,['tech.53.2028']
SAP Technology Consultant,['tech.53.62']
Professional ICT Supporter / Supporterin,['tech.53.61']
ICT Service Desk Mitarbeiter,['tech.53.61']
Junior Servicedesk Mitarbeiter,['tech.53.61']
Clusterlead ICT Servicedesk,['tech.53.61']
1st & 2nd Level Supporter,['tech.53.61']
Mitarbeiter IT Service Desk & Field Support,['tech.53.61']
ICT-Supporterin / ICT-Supporter,['tech.53.61']
IT-Support,['tech.53.61']
Senior ICT-Supporter,['tech.53.61']
Expert Requirements Engineer,['tech.53.58']
ICT-Supporter & Application,['tech.53.59']
Digital Transformation / Data Insight Consultant,['admin.2.6']
Leiter Qualitätskontrolle,['tech.66.71']
Industrial Chemist,['tech.66.69']
Machine Learning Engineer,['tech.53.56']
SPECIALIST FE SIMULATION,['service.111.115']
Railway Systems Engineer,['tech.81.83']
Vulnerability Analyst,['tech.53.2027']
Engineer for Standardization of Medical Devices,['tech.66.69']
Software Engineer Full-Stack,['tech.53.2027']
Ingénieur programmation instruments de contrôle,['tech.89.93']
Assistant-e RH,['admin.20.24']
Applikationsbetreuer Ressourcenplanungssystem,['tech.53.61']
System-Engineer,['tech.53.60']
Informatik Lehrabgänger,['tech.53.61']
Operations Officer - Fund Representation Solutions,['admin.20.150']
Specialist Compliance,['tech.53.157']
Information Security Specialist,['tech.53.54']
Regulatory Compliance Officer WM/EMEA,['admin.2.8']
Hochschulpraktikant,['admin.20.28']
Credit Officer,['admin.20.26']
Manager Indirect Taxes,['admin.9.16']
"Financial Crime Compliance Officer, SAR Team",['admin.20.29']
FINANCE AND BUDGET OFFICER,['admin.9.12']
Career Start Program Private Banking International Germany,['admin.20.21']
Bauspengler,['tech.89.95']
Bauspengler/ Bauspenglerin EFZ,['tech.89.95']
Dachdecker EFZ,['tech.89.95']
Facharbeiter Flachbedachung,['tech.89.95']
Isolierspengler,['tech.89.95']
Gerüstbauer,['tech.89.95']
AVOR Projektleiter und stellvertretender Geschäftsführer,['admin.2.154']
Supervisor / Bauleiter / Logistik-Koordinator,['admin.2.2023']
Assistentin / Sekretärin,['admin.2.3']
Leiter Applikation/Ausführung Strassenbau,['tech.89.93']
Projektleiter - Grossprojekte Hochbau,['tech.89.93']
chef de projet,['tech.89.93']
Bauleiter,['tech.89.93']
Bauführer Hochbau/Umbau,['tech.89.93']
Bauleiter aus Leidenschaft gesucht,['tech.89.93']
Lehrstelle Sommer 2023,['service.120.123']
Lehrstelle 2022 als Metallbauer EFZ,['tech.101.104']
TIG SCHWEISSER - Bereich Wickelfalz-Metallschläuche und abgebogene Rohrkombinationen,['tech.81.86']
Insektenschutzgitter-Monteur,['tech.101.104']
Leiter Berufsbildung,['admin.2.4']
Baumonteur,['tech.81.86']
"Quereinsteiger Fahrleitung: Metallbauer, Netzelektriker, Monteur",['tech.101.109']
Baumaschinenführer,['tech.89.94']
Quereinsteiger in den Verkehrswegbau,['tech.89.94']
Landmaschinenmechaniker,['tech.101.102']
sachbearbeiter ersatzteilbewirtschaftung / avor,['admin.45.49']
Motorgerätemechaniker,['tech.101.102']
Land- und Baumaschinenmechaniker,['tech.89.94']
Konstruktionsingenieur Druckgussteile,['tech.81.84']
Konstrukteur/Maschinentechniker/Maschinenbau-Ingenieur,['tech.81.85']
Production Engineer,['tech.81.86']
Maschineningenieur / Maschinentechniker,['tech.81.85']
Mechanical Engineer R&D,['tech.81.84']
Business Management Analyst,['admin.20.24']
Agile Business Analyst,['tech.53.55']
Wirtschaftsinformatiker / Software,['tech.53.55']
IT Business Analyst,['admin.20.24']
Category Management Analyst,['admin.45.51']
Requirements Engineer,['tech.53.55']
Analyst,['admin.20.24']
Working Student- Analyst- Investment Performance Controlling,['admin.20.24']
Digital Marketing Analyst,['admin.40.2025']
Analyst eDiscovery / Digital Forensics,['tech.53.55']
Data Scientist - Optimierung Filialperformance,['tech.53.59']
Business Analyst Customer Reporting,['tech.53.55']
Business Analyst Prozess Vertragsführung,['admin.20.24']
Sustainability Analyst,['admin.20.24']
Junior Business Analyst,['tech.53.55']
SOC Analyst,['admin.20.24']
Investigations and Forensics Lead,['service.111.1283']
Internship - Business Management - Business Analyst/ Project Support,['admin.20.24']
Data Architect,['tech.53.2027']
ICT Architekt MySQL,['tech.53.56']
Architekt als Teil des Projektentwicklungsteams,['tech.89.90']
Dipl. Architekt / Dipl. Architektin Ausführungsplanung,['tech.89.90']
Head of Development & Construction Real Estate,['tech.89.93']
Elektrotechniker-Entwicklung,['tech.81.82']
Finanzbuchhalter,['admin.9.2024']
Stellvertretender Filialleiter,['admin.45.47']
IT Projektleiter / Consultant,['tech.53.55']
Filialassistent,['admin.45.47']
wissenschaftliche Mitarbeiter,['service.120.2033']
Projektleiter Gebäudeautomation / MSRL,['tech.72.79']
Software Integration Engineer,['tech.53.60']
Senior C# /.NET Software Engineer in Test,['tech.53.59']
Head of Accounting,['admin.9.11']
Chauffeur C,['tech.101.109']
IT System-Spezialist,['tech.53.2029']
SachbearbeiterIN Lohnmanagement,['admin.9.15']
"Spezialist Bildung, Pädagogik  Schulmanagement",['service.120.123']
Verkaufsmitarbeiter,['admin.45.48']
Coiffeurs,['service.145.146']
SpezialistIn aXc-ServiceCenter,['tech.53.2029']
SAP HR Spezialist,['tech.53.62']
HR SpezialistIn,['admin.2.4']
Konstrukteur/ Techniker,['tech.81.84']
Prozessfachmann / Prozessfachfrau AVOR,['tech.66.71']
SAP Berechtigungsspezialist,['tech.53.62']
Global Head of SAP,['tech.53.58']
Senior-Mandats-/Projektleiter Finanzen | Personal | ICT,['admin.20.150']
Projektleiter Steuerungsbau AVOR,['admin.20.150']
Kaufmännische Angestellte,['admin.2.155']
Projektleiter Smart Factory Logistics,['admin.20.150']
Projektleiter Lohn und Finanzen,['admin.20.150']
"Teamleiter SAP-Applikationen Finanzen, Personal und Logistik",['admin.2.4']
Projektleiter / Projektrealisierung,['admin.20.150']
Projektleiter / NEXUS / PERSONAL,['admin.20.150']
PROJEKTLEITER,['admin.20.150']
Projektleiter SAP S/4HANA,['tech.53.62']
Quality Project Engineer,['tech.66.71']
Projektleiter Elementbau,['tech.89.93']
Senior Abacus Consultant NPO,['tech.53.62']
Projektleiter ICT,['tech.53.58']
IT-Projektleiter mit Fokus ERP,['tech.53.58']
Leiter SAP Applikationen,['tech.53.62']
Sachbearbeiterin Auftragsabwicklung / Marketing,['admin.9.11']
SAP Business Analyst SD / MM,['tech.53.62']
Material Manager Automotive,['tech.101.108']
Schichtführer Flexodrucker EFZ,['tech.81.86']
ICT Application Engineer / EDI Application Manager,['tech.53.55']
Manufacturing Coordinator with very good English skills,['admin.2.2022']
Business Controller,['admin.9.12']
Finance Manager,['admin.9.11']
PLM Project Manager,['admin.20.150']
Projektleiter technischer Kundendienst,['tech.81.76']
Jobs - Team Leader Civil Engineering,['admin.45.48']
SQL Data Manager / Data Engineer,['tech.53.56']
VERANTWORTLICHER Sales Operations Schweiz,['admin.45.48']
Associate Project Manager,['tech.53.58']
CNC Fräser,['tech.81.76']
Rezeptionist,['admin.2.3']
"SRK, PA/AGS, FaGe, Dipl. Pflegefachperson  Pflegeexpert",['service.111.115']
ERP-Software Parametrierer,['tech.53.59']
SAP Entwickler Fiori/UI5,['tech.53.55']
Chief Accountant,['admin.9.10']
Leiter ICT-Services,['tech.53.60']
Oberärztin/Oberarzt Kardiologie,['service.111.1283']
Teamleiter Product Engineering,['tech.81.84']
SAP Entwickler,['tech.53.62']
Senior SAP ABAP Entwickler,['admin.2.6']
Junior SAP ABAP Entwickler,['admin.2.6']
Sachbearbeiter Backoffice Office Space,['admin.45.49']
SAP Junior Develo,['tech.53.62']
Wirtschaftsinformatiker,['tech.53.55']
Praktikanten im Bereich Produktion,['admin.20.24']
Junior SAP Berater,['admin.2.6']
Serviceleiter Region Zürich/Zentral,['admin.45.48']
Apprenti,['tech.81.83']
VELOPLUS KUNDENDIENST MITARBEITER,['admin.40.36']
Python Engineer with PySpark,['tech.53.2027']
Financial Analyst,['admin.9.11']
Senior ERP Manager,['tech.53.58']
Logistikfachmann / ERP Projektleiter,['admin.35.38']
Junior SAP Consultant Sales,['tech.53.55']
Junior SAP Consultant Finance,['tech.53.55']
ERP Berater im Finanzumfeld,['tech.53.55']
Junior SAP Technology Consultant,['tech.53.55']
ERP Project Manager,['admin.2.6']
Junior IT Business Consultant - Supply Chain Management,['tech.53.60']
IT-Project Consultant,['tech.53.55']
eCommerce Inhouse Consultant,['admin.2.6']
Senior Quality Manager,['admin.2.2023']
Junior SAP Consultant S/4HANA  CX,['tech.53.55']
Head of Global Master Data / Business Partner,['admin.2.154']
Junior SAP Consultant Sourcing & Procurement,['tech.53.55']
UHREN- UND SCHMUCKVERKÄUFER,['admin.45.47']
CSV-Experte,['tech.66.71']
Verkauf Aussendienst,['tech.72.73']
Elektrokonstrukteur/-techniker,['tech.72.73']
Projektleiter Engineering Elektroplanung,['tech.89.74']
Elektroplaner,['tech.89.74']
Ingenieur Automatisierungstechnik,['tech.81.83']
Elektrozeichner Sekundärtechnik,['tech.89.74']
Technischer Sachbearbeiter Verkaufsinnendienst,['admin.45.49']
Kundenberater Innendienst,['admin.45.50']
Innendienstmitarbeiter,['admin.45.49']
SachbearbeiterIn Verkauf Innendienst,['admin.45.48']
Mitarbeiter Innendienst,['admin.20.30']
INTERNE FACHBERATERIN Krankenkasse,['admin.20.30']
Sachbearbeiter Einkauf & Verkauf Innendienst,['admin.45.49']
Sachbearbeiter Verkaufsinnendienst,['admin.45.49']
SachbearbeiterIn Verkaufsinnendienst / Pre-Sales,['admin.45.49']
SPEZIALIST HANDWERKERSHOP,['admin.45.49']
Sachbearbeiter Innendienst/Einkauf,['admin.45.49']
Verkaufsprofi im Innendienst mit technischer Affinität,['admin.45.49']
Sachbearbeiter Innen- und Kundendienst,['admin.45.49']
Sachbearbeiter Verkaufinnendienst,['admin.35.38']
Senior Sachbearbeiterin Verkaufsinnendienst,['admin.45.49']
Innendienstmitarbeiter Generalagentur Bern,['admin.20.31']
Fachberater im Innendienst,['admin.45.48']
Fachberater Verkauf,['admin.45.49']
Vertriebsmitarbeiter Innendienst in der additiven Fertigung,['admin.45.49']
Modeberater Teilzeit,['admin.45.47']
Fachleiter Blumen und Kundendienst,['admin.45.48']
MACHER» im Kundendienst,['tech.101.102']
Mitarbeiter Kunden-Servicecenter,['admin.20.27']
Kundendienst Mitarbeiter,['admin.45.50']
Sachbearbeiter Kundenbetreuung,['admin.20.31']
Sachbearbeiter Customer Service,['admin.45.49']
Verkäufer TopShop Willisau,['admin.45.47']
Group Product Manager,['admin.40.36']
RECRUITMENT CONSULTANT,['admin.2.4']
Detailhandelsfachfrau EFZ Gestalten von Einkaufserlebnissen Interlaken,['admin.45.47']
Fachberater Bau,['admin.45.47']
Stv. Prüfleiter Instrumentalanalytik,['tech.66.69']
Chauffeur/-euse Strasse C/E,['admin.35.38']
Technischer Sachbearbeiter Kundendienst,['tech.101.102']
Teamleiter Garage Schafisheim,['tech.101.102']
vendeur,['admin.45.47']
Montage-Elektriker EFZ,['tech.72.79']
Material Planer,['admin.35.38']
Fachhandwerker elektrische Instandhaltung,['tech.89.94']
Sachbearbeiter Kundendienst,['tech.81.86']
"Neue Herausforderung BVG, Einzelleben und Personenversicherungen",['admin.20.33']
Mitarbeiter Support Leitstand,['admin.35.38']
Sachbearbeiterin / Sachbearbeiter Support Verkaufsregion NWZZ,['admin.2.155']
SACHBEARBEITER CUSTOMER SERVICE,['admin.20.27']
Fachberater Hörakustik Springer Genf,['admin.45.48']
Marketing Specialist,['admin.40.41']
Schmuckverkäufer,['admin.45.47']
Schmuckverkäufer und angehende Piercer im Stundenlohn,['admin.45.47']
Verkäuferin / Verkäufer Food,['admin.45.47']
Fachverkäufer Früchte und Gemüse,['admin.45.47']
Wohnberater,['admin.45.47']
Wohnberater Schlafen,['admin.45.47']
Fachberater melectronics,['admin.45.47']
Fachspezialist Leistungen Unfall,['admin.20.27']
Mitarbeiter Wohnbereichsgastronomie,['service.126.129']
Versicherungsberater,['admin.20.30']
Mitarbeiter Compliance,['admin.20.28']
Oberärztin/Oberarzt Psychiatrie,['service.111.117']
Assistenzärztin,['service.111.117']
Oberärztin/Oberarzt,['service.111.117']
Oberärztin/-arzt,['service.111.1283']
Allgemeine Innere Medizin,['service.111.1283']
Medizinische Praxisassistentinnen | MPA,['service.111.113']
Fachärztin / Facharzt Rheumatologie FMH,['service.111.1283']
Vermietungsmanagement Gewerbe,['admin.20.22']
Kliniksekretär Chirurgie,['admin.2.3']
Dipl. Biomedizinische Analytiker,['service.111.1282']
Senior Requirements Engineer / IT Business Analyst,['admin.20.24']
"Lernende KV Profil E  M, Branche: Kranken- und Sozialversicherungen Generalagentur Burgdorf",['admin.20.30']
Paralegal gesucht! Full-Time,['admin.2.3']
Paralegal,['admin.2.3']
Gerichtsschreiberin / Gerichtsschreiber,['admin.2.7']
Anwaltsassistent bilingue,['admin.2.3']
Juristische Sekretärin / Juristischer Sekretär,['admin.2.3']
Mitarbeiter Rechtsdienst,['admin.20.28']
Paralegal / juristische Assistenz ESA,['admin.2.7']
Manager Legal,['admin.2.7']
Assistent Anwaltskanzlei,['admin.2.3']
Assistenz Key Account Management,['admin.45.156']
Assistant Relationship Manager Intermediaries,['admin.20.27']
Küchenpersonal in Schaffhausen gesucht,['service.126.128']
Functional Consultant SAP SuccessFactors,['tech.53.55']
Elektroinstallateur als Projektleiter Ladestationen,['tech.72.73']
Verkäufer TopShop Reiden,['admin.45.47']
SAP Sachbearbeiter Master Data Management,['tech.53.56']
Projektleiter Druck- / Kraft-Dehnungssensoren,['tech.81.83']
Projektingenieur EPAS Lenksysteme,['tech.72.73']
Head of Payroll & HR-Administration,['admin.9.15']
Compliance - Project Manager - Zug,['admin.20.28']
Global Mobility Specialist,['admin.2.4']
Equipenchef Strassenmarkierung,['tech.89.94']
Bauleiter Hochbau,['tech.89.93']
Bauherrenvertreter/Projektleiter,['tech.89.90']
"Bauleiter, Projektleiter  Techniker",['admin.20.150']
Projektleiterin / Projektleiter Grundlagen,['tech.89.90']
Fachspezialist Schulraumprojekte,['tech.89.90']
"Leiterin, Leiter Hochbau",['tech.89.93']
Bauführer,['tech.89.93']
Chef de projet,['admin.20.150']
Projektleiterin Bahninfrastruktur,['tech.89.93']
Bauleitende Heizungsinstallateur,['tech.89.100']
Bauleitende Sanitärinstallateur,['tech.89.97']
Bauleitende Lüftungsanlagenbauer,['tech.89.93']
Bauleitende Heizungsmonteur,['tech.89.97']
Bauleitende Sanitärmonteur,['tech.89.97']
Bauleiter Untertagbau,['tech.89.93']
Hochbauzeichner EFZ Fachrichtung Architektur / Innenarchitektur,['tech.89.90']
Maurer / Kranführer,['tech.89.94']
Bauleiter Verkehrsbau,['tech.89.93']
Leiter Karosserie & Lack,['tech.101.103']
Anlagen- und Apparatebauer/Rohrschlosser,['tech.81.82']
Teamleader Anlagen- und Apparatebauer/Rohrschlosser,['tech.81.82']
Anlagen-Apparatebauer Fachrichtung Rohrbau,['tech.66.70']
Leiter Spenglerei/-Blechverarbeitung,['tech.81.87']
Rohrnetzmonteur Wasser,['tech.89.97']
Rohrnetzmonteurin/Rohrnetzmonteur,['tech.89.97']
Techniker AVOR,['tech.89.93']
Projektleiter Heizung/Kälte,['tech.89.93']
Responsable Produit Photovoltaïque,['tech.89.74']
PROJEKTLEITER TECHN. GEBÄUDEUNTERHALT,['tech.81.87']
Mitarbeiter AVOR,['tech.89.93']
Anlagenplaner,['tech.81.84']
Projektleiter Verfahrenstechnischer Anlagenbau,['tech.89.93']
Niederlassungsleiter Biel/Bienne,['tech.89.90']
Technische Assistent,['tech.72.79']
Fachspezialist,['tech.72.79']
Leiter Netz-Services,['tech.72.79']
Rohrnetzmonteur,['tech.72.79']
Bauleiter Bern,['tech.89.90']
Elektroinstallateur im Bereich Smart Meter System,['tech.72.79']
ANWENDUNGSTECHNIKER BEFESTIGUNGEN,['tech.89.93']
Teamleiter Entwässerung,['tech.89.93']
Praktikant Fernwärme / Fernkälte,['tech.89.93']
"Praktikum im Real Estate Consulting, 6 Monate",['tech.53.62']
Java DevOps Engineer,['tech.89.93']
Projektleiter Bautreuhand,['tech.89.93']
Projektleiter Tiefbau,['tech.89.93']
ML Engineering,['tech.89.93']
Bauführeri / Projektleiter,['tech.89.93']
"Health, Safety and Environment HSE Ingenieur",['tech.89.93']
Berechnungsingenieur Maschinenbau,['tech.89.93']
métreurs enveloppe du bâtiment,['tech.89.93']
Projektleiter Tiefbau Standort Biel/Bienne,['tech.89.93']
junior- / hilfs- / bauleiter,['tech.89.93']
Traineeprogamm @ Holcim,['admin.2.6']
Projektleiter Tragwerksplanung,['admin.20.150']
JUNGBAULEITER HOCHBAU,['tech.89.93']
Oberbauleiter,['tech.89.93']
Baukontroller / Fachbauleiter,['tech.89.93']
BauingenieurIn Hochbau,['tech.89.90']
ZeichnerInnen EFZ Fachrichtung Ingenieurbau,['tech.81.84']
BAUTECHNIKER,['tech.89.93']
Bauführer Holzbau,['tech.89.93']
Bauingenieur Fachrichtung Hochbau Fachrichtung Tragkonstruktionen,['tech.89.93']
Bauingenieur ETH,['tech.89.93']
Bauingenieur Fachrichtung Tiefbau,['tech.89.93']
Projektleiter / Bauingenieur,['admin.20.150']
Bauingenieur Tragwerksplanung,['tech.89.93']
ErdbebeningenieurIn Hochbau,['tech.89.90']
Junior-Bauleiter,['tech.89.93']
Projektleiter Strassenbau / Tiefbau,['tech.89.93']
Coiffeur / Coiffeuse,['service.145.146']
Sachbearbeitung Verkaufsinnendienst,['admin.45.49']
Hairstylist,['service.145.146']
